time,x1,x2,x3,x4,x5,x6,x7,x8
2020-01-01,0.018010999838798,-0.6500077372403487,-1.439910421869638,0.6684916016402185,2.0119082211182655,-0.7374644436287483,-0.0024869461986248027,-0.9060492571849973
2020-01-02,-0.5182951523571098,-1.348084346031291,-0.3563214547817959,0.07595814193545125,-0.05160366243066106,0.44211902487939736,-0.44943076587309794,-1.4446468260903256
2020-01-03,0.5442197052439195,0.36055030136246113,-1.3539342927638243,-0.36976965889813035,-1.573352104179075,1.6450948157690826,-0.849590049146763,-1.4381654520179186
2020-01-04,0.704305493187931,-1.372226697941434,-1.8233445321816013,0.12020707680998821,-3.181314433912944,1.5711805443139244,0.29715798565680807,-0.9738330482937745
2020-01-05,0.6685539811727471,-1.5836094457877827,-2.1743435436271894,-0.23313740392876342,-3.251012088827091,2.286495631408945,-0.39403600924024407,0.957157441959418
2020-01-06,0.515771975681045,-0.28382579182964585,-2.7632487969147013,1.7805968072854603,-3.8548855384148473,2.612885742520422,0.2365751384727861,0.7573183703204175
2020-01-07,-0.6161384308893081,-1.5764822001686842,-2.7864883423134104,1.4963261883732528,-3.2155780671318244,2.888214899548225,0.9541357972482857,-0.8485747197342189
2020-01-08,-0.9738396942786657,-2.6543209463025503,-2.0576408957992847,1.2072418351683303,-5.472034282156016,2.9095532256634504,0.836728080694527,-1.2121968500445581
2020-01-09,0.31997367211889427,-3.4352088328495594,-3.1965041204299305,0.7697231730869702,-4.273212503968237,2.5112038412324265,2.2260861389136135,-2.1120029646987786
2020-01-10,0.09198132785158825,-2.7303827910862912,-4.039531241860269,-0.06043774953348524,-3.394619611758479,3.6813473537822854,1.6545573984588864,-1.1408861645763557
2020-01-11,-0.5199337405974116,-3.716526347658265,-4.50005367158783,0.7521221719123694,-1.5661002798021517,3.400171618675136,1.3942314935515752,-1.6201230746617774
2020-01-12,-0.1936155987133954,-4.124908058045237,-4.401949629151503,-0.46345694545935734,-1.7465702631963507,2.302933307099698,0.9830059942522169,-2.4373483141970222
2020-01-13,1.0332036514727994,-5.896484683624465,-4.07498935605527,-1.9366744034960464,-0.11767500536547071,2.0585196644413517,1.9526540718628786,-4.190654059455164
2020-01-14,0.7866101120343321,-5.734623999371564,-2.123870312767088,-2.886667331192998,-0.4478698356847295,2.5573012772533685,1.3593422650096598,-5.2419323634872015
2020-01-15,0.7907089542462975,-5.494051696905643,-1.0551547908576655,-2.782872993030866,-2.1383935136010783,1.7211159357088726,0.016953996043794106,-5.639502923925335
2020-01-16,1.5816165307559256,-4.524988259881763,-0.2937853193096892,-2.8564997840814534,-2.1893710658285395,0.3158340982094452,0.6945440902723736,-4.5112526279273935
2020-01-17,2.2091804664859436,-4.602477789420425,-2.1441977164044976,-4.41479483785392,-2.3300798816897412,1.0012202971779465,1.812427417401374,-4.978412510220111
2020-01-18,2.4958255878982354,-3.1866534938639783,-2.1884746001586373,-5.0830075497570935,-2.029964942408265,0.8892766154542213,2.4928787083389654,-3.6608606725878863
2020-01-19,1.2375091986368738,-4.988756833473806,-0.8710377491830494,-5.380029240254037,-0.7234614181709991,0.43972547360560227,2.2137066076393888,-4.4500595553833735
2020-01-20,1.4686060476283533,-5.498534355157776,0.6559549626697794,-5.585555023255697,-0.6209493705109992,1.0933172951723598,5.0470459110144175,-5.042160996962526
2020-01-21,2.6715036762267657,-5.029809420832441,0.032711141229427865,-5.7647861761696975,-1.4127982120597065,1.175400983097394,4.215240156246253,-3.0435366389229506
2020-01-22,1.6780193264579377,-5.739037017828904,-1.0934794467546656,-4.899876365536999,-1.6146281457947211,0.6351709412744879,4.791397395789122,-1.9306806988296947
2020-01-23,1.4448149396409047,-6.6333590581945625,-1.7276032411233824,-5.34026790607627,-1.5476086341824289,0.19156383128207782,3.9086248352109596,-2.05377787299564
2020-01-24,1.4606489817793094,-7.7077764998086264,-0.2605223723268324,-4.936456662241727,0.2551620324357038,-0.013470217663156758,3.7463409615004397,-2.295047393195927
2020-01-25,1.5754886933564973,-7.494391518879296,-0.35679940248013114,-6.482979516267714,1.5322571945881729,-0.2718881613638198,5.940679603427238,-3.6607680123700352
2020-01-26,2.3637547635957885,-6.960548743241313,-0.44857858501953807,-6.331313810958721,2.6224994097159984,-1.93277276272557,6.146737379544424,-4.322864053836279
2020-01-27,1.5947197317044282,-6.529772042519073,-1.7668775484862387,-5.218153629396929,2.943498994184106,-2.3424630321156426,6.000003905443325,-4.24847429816834
2020-01-28,-0.03853829577273493,-6.706213925982419,-1.854977002205498,-6.978441280674953,4.625884634404762,-2.5123486093453034,6.218568442953333,-4.943117518669762
2020-01-29,-0.4907965465570355,-6.506453306685371,-0.33984693758997864,-6.908984284675497,4.664507801816304,-2.1086910791555957,7.132018145208157,-6.368181870509615
2020-01-30,-0.375811068204501,-4.5442499750463785,0.353075050146346,-7.723707864510783,4.1348678089096085,-1.9644454206980437,6.322088587017553,-7.25119730067939
